The Tie That Binds,176
Three Wishes,177
Total Eclipse,178
"To Wong Foo, Thanks for Everything! Julie Newmar",179
Under Siege 2: Dark Territory,180
Unstrung Heroes,181
Unzipped,182
A Walk in the Clouds,183
Waterworld,184
White Man's Burden,185
The Browning Version,186
Burnt by the Sun,187
Before the Rain,188
Before Sunrise,189
Billy Madison,190
The Babysitter,191
Boys on the Side,192
The Cure,193
Castle Freak,194
Circle of Friends,195
Clerks,196
Don Juan DeMarco,197
Disclosure,198
Drop Zone,199
Destiny Turns on the Radio,200
Death and the Maiden,201
Dolores Claiborne,202
Dumb and Dumber,203
Eat Drink Man Woman,204
Exotica,205
Exit to Eden,206
Ed Wood,207
French Kiss,208
Forget Paris,209
Far from Home: The Adventures of Yellow Dog,210
A Goofy Movie,211
Hideaway,212
Fluke,213
Farinelli,214
Gordy,215
Gumby: The Movie,216
The Glass Shield,217
Hoop Dreams,218
Heavenly Creatures,219
Houseguest,220
Immortal Beloved,221
Heavyweights,222
The Hunted,223
I.Q.,224
Interview with the Vampire,225
Jefferson in Paris,226
The Jerky Boys,227
Junior,228
Just Cause,229
A Kid in King Arthur's Court,230
Kiss of Death,231
Star Wars,232
Little Women,233
A Little Princess,234
Ladybird Ladybird,235
L'Enfer,236
Like Water for Chocolate,237
Legends of the Fall,238
Major Payne,239
Little Odessa,240
Mi Vida Loca,241
Love Affair,242
Losing Isaiah,243
The Madness of King George,244
Mary Shelley's Frankenstein,245
Man of the House,246
Mixed Nuts,247
Milk Money,248
Miracle on 34th Street,249
Miami Rhapsody,250
My Family,251
Murder in the First,252
Nobody's Fool,253
Nell,254
New Jersey Drive,255
Beyond Bedlam,256
Nina Takes a Lover,257
Natural Born Killers,258
Only You,259
Once Were Warriors,260
Poison Ivy II: Lily,261
Outbreak,262
Leon: The Professional,263
The Perez Family,264
A Pyromaniac's Love Story,265
Pulp Fiction,266
Priest,267
Quiz Show,268
Picture Bride,269
Queen Margot,270
The Quick and the Dead,271
Roommates,272
Prêt-à-Porter,273
Three Colors: Red,274
Three Colors: Blue,275
Three Colors: White,276
"Red Firecracker, Green Firecracker",277
Stuart Saves His Family,278
The Swan Princess,279
The Secret of Roan Inish,280
The Specialist,281
Stargate,282
The Santa Clause,283
The Shawshank Redemption,284
Shallow Grave,285
Suture,286
Strawberry and Chocolate,287
Swimming with Sharks,288
The Sum of Us,289
Senior Trip,290
To Live,291
Tank Girl,292
Tales from the Crypt: Demon Knight,293
Star Trek: Generations,294
Tales from the Hood,295
Tom & Viv,296
Village of the Damned,297
Tommy Boy,298
Vanya on 42nd Street,299
The Underneath,300
The Walking Dead,301
What's Eating Gilbert Grape,302
Virtuosity,303
While You Were Sleeping,304
The War,305
Double Happiness,306
Muriel's Wedding,307
The Baby-Sitters Club,308
Ace Ventura: Pet Detective,309
"The Adventures of Priscilla, Queen of the Desert",310
Backbeat,311
Bitter Moon,312
Bullets Over Broadway,313
Clear and Present Danger,314
The Client,315
"Corrina, Corrina",316
Crooklyn,317
The Crow,318
Cobb,319
The Flintstones,320
Forrest Gump,321
Four Weddings and a Funeral,322
Higher Learning,323
I Love Trouble,324
It Could Happen to You,325
The Jungle Book,326
"The Wonderful, Horrible Life of Leni Riefenstahl",327
The Lion King,328
Little Buddha,329
New Nightmare,330
The Mask,331
Maverick,332
Mrs. Parker and the Vicious Circle,333
The Naked Gun 33⅓: The Final Insult,334
The Paper,335
Reality Bites,336
Red Rock West,337
Ri¢hie Ri¢h,338
Safe Passage,339
The River Wild,340
Speed,341
Speechless,342
Timecop,343
True Lies,344
When a Man Loves a Woman,345
Wolf,346
Wyatt Earp,347
Bad Company,348
A Low Down Dirty Shame,349
"Boys Life: Three Stories of Love, Lust, and Liberation",350
Colonel Chabert,351
"Faster, Pussycat! Kill! Kill!",352
Jason's Lyric,353
The Secret Adventures of Tom Thumb,354
Street Fighter,355
Mirage,356
Highlander: The Final Dimension,357
In the Mouth of Madness,358
8 Seconds,359
Above the Rim,360
Addams Family Values,361
The Age of Innocence,362
Airheads,363
The Air Up There,364
Another Stakeout,365
Bad Girls,366
Barcelona,367
Being Human,368
The Beverly Hillbillies,369
Beverly Hills Cop III,370
Black Beauty,371
Blink,372
Blown Away,373
Blue Chips,374
Blue Sky,375
Body Snatchers,376
Boxing Helena,377
A Bronx Tale,378
Cabin Boy,379
Carlito's Way,380
City Slickers II: The Legend of Curly's Gold,381
Clean Slate,382
Cliffhanger,383
Coneheads,384
Color of Night,385
Cops & Robbersons,386
The Cowboy Way,387
Dangerous Game,388
Dave,389
Dazed and Confused,390
Demolition Man,391
The Endless Summer 2,392
Even Cowgirls Get the Blues,393
Fatal Instinct,394
Farewell My Concubine,395
The Favor,396
Fearless,397
Fear of a Black Hat,398
With Honors,399
Flesh and Bone,400
Widows' Peak,401
For Love or Money,402
The Firm,403
Free Willy,404
Fresh,405
The Fugitive,406
Geronimo: An American Legend,407
The Getaway,408
Getting Even with Dad,409
Go Fish,410
Guilty as Sin,411
Hard Target,412
Heaven & Earth,413
Hot Shots! Part Deux,414
Live Nude Girls,415
The Englishman Who Went Up a Hill But Came Down a Mountain,416
The House of the Spirits,417
House Party 3,418
The Hudsucker Proxy,419
I'll Do Anything,420
In the Army Now,421
In the Line of Fire,422
In the Name of the Father,423
The Inkwell,424
What's Love Got to Do with It,425
Judgment Night,426
Jurassic Park,427
Kalifornia,428
Killing Zoe,429
King of the Hill,430
Lassie,431
Last Action Hero,432
Life With Mikey,433
Lightning Jack,434
M. Butterfly,435
Made in America,436
Malice,437
The Man without a Face,438
Manhattan Murder Mystery,439
Menace II Society,440
Executive Decision,441
In the Realm of the Senses,442
What Happened Was...,443
Much Ado About Nothing,444
Mr. Jones,445
Mr. Wonderful,446
Mrs. Doubtfire,447
Naked,448
The Next Karate Kid,449
No Escape,450
North,451
Orlando,452
A Perfect World,453
Philadelphia,454
The Piano,455
Poetic Justice,456
The Program,457
The Puppet Masters,458
Radioland Murders,459
The Ref,460
The Remains of the Day,461
Renaissance Man,462
Rising Sun,463
The Road to Wellville,464
RoboCop 3,465
Robin Hood: Men in Tights,466
Romeo Is Bleeding,467
Romper Stomper,468
Ruby in Paradise,469
Rudy,470
Savage Nights,471
Schindler's List,472
The Scout,473
Searching for Bobby Fischer,474
The Secret Garden,475
Serial Mom,476
The Shadow,477
Shadowlands,478
Short Cuts,479
A Simple Twist of Fate,480
Sirens,481
Six Degrees of Separation,482
Sleepless in Seattle,483
Sliver,484
Blade Runner,485
Son in Law,486
So I Married an Axe Murderer,487
Striking Distance,488
Super Mario Bros.,489
Surviving the Game,490
Terminal Velocity,491
Thirty Two Short Films About Glenn Gould,492
Threesome,493
The Nightmare Before Christmas,494
The Three Musketeers,495
Tombstone,496
Trial by Jury,497
True Romance,498
The War Room,499
The Pagemaster,500
"Paris, France",501
Killer,502
Welcome to the Dollhouse,503
Germinal,504
Chasers,505
Cronos,506
Kika,507
Bhaji on the Beach,508
Little Big League,509
Wide Eyed and Legless,510
"Ciao, Professore!",511
Spanking the Monkey,512
The Little Rascals,513
Andre,514
Princess Caraboo,515
The Celluloid Closet,516
Café au Lait,517
The Brady Bunch Movie,518
Home Alone,519
Ghost,520
Aladdin,521
Terminator 2: Judgment Day,522
Dances with Wolves,523
Batman,524
The Silence of the Lambs,525
Snow White and the Seven Dwarfs,526
Beauty and the Beast,527
Pinocchio,528
Pretty Woman,529
The Wild Bunch,530
Love and a .45,531
Bye Bye Love,532
One Fine Day,533
Candyman: Farewell to the Flesh,534
Fargo,535
Homeward Bound II: Lost in San Francisco,536
Heavy Metal,537
Hellraiser: Bloodline,538
The Pallbearer,539
Jane Eyre,540
Loaded,541
Bread and Chocolate,542
The Aristocats,543
The Flower of My Secret,544
Ed,545
Scream of Stone,546
My Favorite Season,547
A Thin Line Between Love and Hate,548
The Last Supper,549
Primal Fear,550
Carried Away,551
All Dogs Go to Heaven 2,552
Land and Freedom,553
Denise Calls Up,554
A Family Thing,555
Sgt. Bilko,556
Jack & Sarah,557
Girl 6,558
Diabolique,559
Courage Under Fire,560
Mission: Impossible,561
Moll Flanders,562
The Superwife,563
DragonHeart,564
Eddie,565
Purple Noon,566
James and the Giant Peach,567
Fear,568
Kids in the Hall: Brain Candy,569
Faithful,570
Underground,571
Bloodsport II,572
Pather Panchali,573
The World of Apu,574
Mystery Science Theater 3000: The Movie,575
Space Jam,576
Barbarella,577
Some Folks Call It a Sling Blade,578
The Run of the Country,579
Alphaville,580
Coup de Torchon,581
It's My Party,582
Country Life,583
Operation Dumbo Drop,584
The Promise,585
Mrs. Winterbourne,586
Solo,587
The Substitute,588
True Crime,589
Butterfly Kiss,590
Feeling Minnesota,591
Delta of Venus,592
Angus,593
Faces,594
Boys,595
The Quest,596
Cosi,597
Mulholland Falls,598
The Truth About Cats & Dogs,599
Oliver & Company,600
Celtic Pride,601
Flipper,602
Dead Man,603
The Horseman on the Roof,604
The Visitors,605
Multiplicity,606
"The Haunted World of Edward D. Wood, Jr.",607
The Craft,608
The Great White Hype,609
Last Dance,610
Cold Comfort Farm,611
Heaven's Prisoners,612
The Rock,613
Cemetery Man,614
Twister,615
Barb Wire,616
Ghost in the Shell,617
Thinner,618
Spy Hard,619
A Close Shave,620
Force of Evil,621
The Stupids,622
The Arrival,623
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,624
A Month by the Lake,625
Gold Diggers: The Secret of Bear Mountain,626
Kim,627
Carmen Miranda: Bananas Is My Business,628
Ashes of Time,629
Maya Lin: A Strong Clear Vision,630
Stalingrad,631
The Phantom,632
Striptease,633
Heavy,634
Jack,635
I Shot Andy Warhol,636
The Grass Harp,637
Spirits of the Dead,638
Trainspotting,639
Til There Was You,640
Independence Day,641
Stealing Beauty,642
The Fan,643
The Hunchback of Notre Dame,644
The Cable Guy,645
Kingpin,646
Eraser,647
The Gate of Heavenly Peace,648
The Nutty Professor,649
My Life and Times With Antonin Artaud,650
Daylight,651
The Frighteners,652
Lone Star,653
Harriet the Spy,654
Phenomenon,655
Walking and Talking,656
She's the One,657
A Time to Kill,658
American Buffalo,659
Alaska,660
Fled,661
Kazaam,662
Larger Than Life,663
Two Deaths,664
A Very Brady Sequel,665
Death in the Garden,666
Kaspar Hauser,667
The Adventures of Pinocchio,668
Joe's Apartment,669
The First Wives Club,670
Stonewall,671
Ransom,672
High School High,673
Phat Beach,674
Foxfire,675
Chain Reaction,676
Matilda,677
Emma,678
The Crow: City of Angels,679
House Arrest,680
Eyes Without a Face,681
Bordello of Blood,682
The Story of Xinghua,683
The Day the Sun Turned Cold,684
Flirt,685
The Spitfire Grill,686
Escape from L.A.,687
Cyclo,688
Basquiat,689
Tin Cup,690
The Ballad of Narayama,691
The Godfather,692
Police Story 3: Supercop,693
Wife,694
Small Faces,695
Bound,696
Carpool,697
Kansas City,698
Gone Fishin',699
Vive L'Amour,700
Nothing to Lose,701
Project S,702
The Relic,703
The Island of Dr. Moreau,704
First Kid,705
The Trigger Effect,706
Bogus,707
Bulletproof,708
The Land Before Time III: The Time of the Great Giving,709
1-900,710
Halloween: The Curse of Michael Myers,711
Twelfth Night,712
Mother Night,713
Wild Reeds,714
For Whom the Bell Tolls,715
The Philadelphia Story,716
Singin' in the Rain,717
An American in Paris,718
Funny Face,719
Breakfast at Tiffany's,720
Vertigo,721
Rear Window,722
It Happened One Night,723
Gaslight,724
The Gay Divorcee,725
North by Northwest,726
The Apartment,727
Some Like It Hot,728
Charade,729
Casablanca,730
The Maltese Falcon,731
My Fair Lady,732
Roman Holiday,733
The Little Princess,734
Meet Me in St. Louis,735
The Wizard of Oz,736
Gone with the Wind,737
My Favorite Year,738
Sunset Boulevard,739
Citizen Kane,740
2001: A Space Odyssey,741
All About Eve,742
The Women,743
Rebecca,744
Foreign Correspondent,745
Notorious,746
Spellbound,747
An Affair to Remember,748
To Catch a Thief,749
Father of the Bride,750
The Band Wagon,751
Ninotchka,752
Love in the Afternoon,753
Gigi,754
The Reluctant Debutante,755
The Adventures of Robin Hood,756
The Mark of Zorro,757
Laura,758
The Ghost and Mrs. Muir,759
Lost Horizon,760
Top Hat,761
To Be or Not to Be,762
My Man Godfrey,763
Giant,764
East of Eden,765
The Thin Man,766
His Girl Friday,767
Around the World in Eighty Days,768
It's a Wonderful Life,769
Mr. Smith Goes to Washington,770
Bringing Up Baby,771
Penny Serenade,772
Angel on My Shoulder,773
Little Lord Fauntleroy,774
They Made Me a Criminal,775
The Inspector General,776
Angel and the Badman,777
The 39 Steps,778
A Walk in the Sun,779
Night of the Living Dead,780
The African Queen,781
Beat the Devil,782
Cat on a Hot Tin Roof,783
The Last Time I Saw Paris,784
Meet John Doe,785
A Farewell to Arms,786
"Yes, Madam",787
Dangerous Ground,788
Picnic,789
The Pompatus of Love,790
Fly Away Home,791
Bliss,792
Grace of My Heart,793
Maximum Risk,794
Michael Collins,795
The Rich Man's Wife,796
Big Night,797
Last Man Standing,798
Caught,799
Set It Off,800
2 Days in the Valley,801
Extreme Measures,802
The Glimmer Man,803
D3: The Mighty Ducks,804
The Chamber,805
The Apple Dumpling Gang,806
"Davy Crockett, King of the Wild Frontier",807
Escape to Witch Mountain,808
The Love Bug,809
Herbie Rides Again,810
Old Yeller,811
The Parent Trap,812
Pollyanna,813
Homeward Bound: The Incredible Journey,814
The Shaggy Dog,815
Swiss Family Robinson,816
That Darn Cat!,817
"20,000 Leagues Under the Sea",818
Cool Runnings,819
Angels in the Outfield,820
Cinderella,821
Winnie the Pooh and the Blustery Day,822
The Three Caballeros,823
The Sword in the Stone,824
So Dear to My Heart,825
Robin Hood: Prince of Thieves,826
Mary Poppins,827
Dumbo,828
Pete's Dragon,829
Bedknobs and Broomsticks,830
Alice in Wonderland,831
The Fox and the Hound,832
Freeway,833
The Sound of Music,834
Die Hard,835
The Lawnmower Man,836
The Secret Agent,837
Secrets & Lies,838
That Thing You Do!,839
To Gillian on Her 37th Birthday,840
Surviving Picasso,841
Beautiful Thing,842
The Long Kiss Goodnight,843
The Ghost and the Darkness,844
Looking for Richard,845
Trees Lounge,846
Normal Life,847
Get on the Bus,848
Shadow Conspiracy,849
Jude,850
Everyone Says I Love You,851
Romeo + Juliet,852
Swingers,853
Sleepers,854
Johns,855
Aladdin and the King of Thieves,856
Shall We Dance,857
A Damsel in Distress,858
Crossfire,859
"Murder, My Sweet",860
Willy Wonka & the Chocolate Factory,861
The Innocents,862
Sleeper,863
Bananas,864
A Fish Called Wanda,865
Life of Brian,866
Victor/Victoria,867
The Candidate,868
The Great Race,869
Bonnie and Clyde,870
The Old Man and the Sea,871
Dial M for Murder,872
Madame Butterfly,873
Dirty Dancing,874
Reservoir Dogs,875
Platoon,876
Weekend at Bernie's,877
Basic Instinct,878
The Doors,879
The Crying Game,880
Glengarry Glen Ross,881
Sophie's Choice,882
E.T. the Extra-Terrestrial,883
A Christmas Carol,884
Days of Thunder,885
Top Gun,886
Rebel Without a Cause,887
A Streetcar Named Desire,888
Children of the Corn IV: The Gathering,889
Microcosmos,890
Palookaville,891
The Associate,892
The Funeral,893
The People vs. Larry Flynt,894
A Perfect Candidate,895
On Golden Pond,896
The Return of the Pink Panther,897
Drop Dead Fred,898
The Abyss,899
The Fog,900
Escape from New York,901
The Howling,902
Jean de Florette,903
Manon of the Spring,904
Private Benjamin,905
Monty Python and the Holy Grail,906
Hustler White,907
Snowriders,908
When We Were Kings,909
The Wrong Trousers,910
The Return of Martin Guerre,911
Faust,912
He Walked by Night,913
Raw Deal,914
T-Men,915
The Tin Drum,916
The Ruling Class,917
Mina Tannenbaum,918
2 or 3 Things I Know About Her,919
The Bloody Child,920
Dear God,921
Bad Moon,922
American Dream,923
Bob Roberts,924
Cinema Paradiso,925
"The Cook, the Thief, His Wife & Her Lover",926
Dead Tired,927
Delicatessen,928
The Double Life of Veronique,929
Enchanted April,930
Paths of Glory,931
The Grifters,932
Hear My Song,933
The Shooter,934
The English Patient,935
Mediterraneo,936
My Left Foot: The Story of Christy Brown,937
"Sex, Lies, and Videotape",938
Passion Fish,939
Strictly Ballroom,940
The Thin Blue Line,941
Tie Me Up! Tie Me Down!,942
Madonna: Truth or Dare,943
Paris is Burning,944
One Flew Over the Cuckoo's Nest,945
Up in Smoke,946
The Empire Strikes Back,947
The Princess Bride,948
Raiders of the Lost Ark,949
Brazil,950
Aliens,951
"The Good, the Bad and the Ugly",952
Withnail & I,953
12 Angry Men,954
Lawrence of Arabia,955
A Clockwork Orange,956
To Kill a Mockingbird,957
Apocalypse Now,958
Once Upon a Time in the West,959
Return of the Jedi,960
Wings of Desire,961
The Third Man,962
GoodFellas,963
Alien,964
Army of Darkness,965
The Big Blue,966
Ran,967
The Killer,968
Psycho,969
The Blues Brothers,970
The Godfather: Part II,971
Full Metal Jacket,972
A Grand Day Out,973
Henry V,974
Amadeus,975
The Quiet Man,976
Once Upon a Time in America,977
Raging Bull,978
Annie Hall,979
The Right Stuff,980
Stalker,981
Das Boot,982
The Sting,983
Harold and Maude,984
Trust,985
The Seventh Seal,986
Local Hero,987
The Terminator,988
Braindead,989
Glory,990
Rosencrantz & Guildenstern Are Dead,991
Manhattan,992
Miller's Crossing,993
Dead Poets Society,994
The Graduate,995
Touch of Evil,996
La Femme Nikita,997
The Bridge on the River Kwai,998
8½,999
Chinatown,1000
The Day the Earth Stood Still,1001
The Treasure of the Sierra Madre,1002
Bad Taste,1003
Duck Soup,1004
Better Off Dead...,1005
The Shining,1006
Stand by Me,1007
M,1008
Evil Dead II,1009
The Great Escape,1010
The Deer Hunter,1011
Diva,1012
Groundhog Day,1013
Unforgiven,1014
The Manchurian Candidate,1015
Pump up the Volume,1016
Arsenic and Old Lace,1017
Back to the Future,1018
Fried Green Tomatoes,1019
Patton,1020
Down by Law,1021
Akira,1022
Highlander,1023
Cool Hand Luke,1024
Cyrano de Bergerac,1025
Young Frankenstein,1026
Night on Earth,1027
Raise the Red Lantern,1028
The Great Dictator,1029
Fantasia,1030
High Noon,1031
The Big Sleep,1032
Heathers,1033
Somewhere in Time,1034
Ben-Hur,1035
This Is Spinal Tap,1036
Koyaanisqatsi,1037
Some Kind of Wonderful,1038
Indiana Jones and the Last Crusade,1039
Being There,1040
Gandhi,1041
The Unbearable Lightness of Being,1042
A Room with a View,1043
Real Genius,1044
Pink Floyd: The Wall,1045
The Killing Fields,1046
My Life as a Dog,1047
Forbidden Planet,1048
Field of Dreams,1049
The Man Who Would Be King,1050
Butch Cassidy and the Sundance Kid,1051
"Paris, Texas",1052
Until the End of the World,1053
When Harry Met Sally...,1054
Hype!,1055
Santa with Muscles,1056
Female Perversions,1057
I'm Not Rappaport,1058
Alien³,1059
An American Werewolf in London,1060
Amityville: It's About Time,1061
Amityville 3-D,1062
Amityville: Dollhouse,1063
Amityville: A New Generation,1064
Amityville II: The Possession,1065
The Amityville Horror,1066
The Amityville Curse,1067
Blood for Dracula,1068
April Fool's Day,1069
Audrey Rose,1070
The Believers,1071
The Birds,1072
The Blob,1073
Blood Beach,1074
Body Parts,1075
The Body Snatcher,1076
Dracula,1077
Bride of Frankenstein,1078
Burnt Offerings,1079
Candyman,1080
Cape Fear,1081
Carrie,1082
Cat People,1083
A Nightmare on Elm Street,1084
Nosferatu,1085
Vampire in Venice,1086
The Omen,1087
Blood and Wine,1088
Albino Alligator,1089
The Mirror Has Two Faces,1090
Breaking the Waves,1091
Nightwatch,1092
Star Trek: First Contact,1093
Shine,1094
Sling Blade,1095
Jingle All the Way,1096
Paradise Lost: The Child Murders at Robin Hood Hills,1097
The Preacher's Wife,1098
Ridicule,1099
The Crucible,1100
101 Dalmatians,1101
I Can't Sleep,1102
Die Hard 2,1103
Star Trek: The Motion Picture,1104
Star Trek VI: The Undiscovered Country,1105
Star Trek V: The Final Frontier,1106
Star Trek II: The Wrath of Khan,1107
Star Trek III: The Search for Spock,1108
Star Trek IV: The Voyage Home,1109
Batman Returns,1110
Young Guns,1111
Young Guns II,1112
Grease,1113
Grease 2,1114
Marked for Death,1115
The Substance of Fire,1116
Under Siege,1117
Jaws,1118
Jaws 2,1119
Jaws 3-D,1120
My Fellow Americans,1121
Mars Attacks!,1122
Citizen Ruth,1123
Jerry Maguire,1124
Raising Arizona,1125
Tin Men,1126
Sneakers,1127
Bastard Out of Carolina,1128
In Love and War,1129
Marvin's Room,1130
Ghosts of Mississippi,1131
Night Falls on Manhattan,1132
Beavis and Butt-Head Do America,1133
La Cérémonie,1134
Scream,1135
The Last of the Mohicans,1136
Michael,1137
The Evening Star,1138
Hamlet,1139
The Whole Wide World,1140
Mother,1141
Thieves,1142
Evita,1143
The Portrait of a Lady,1144
Walkabout,1145
Message to Love: The Isle of Wight Festival,1146
Murder at 1600,1147
Hearts and Minds,1148
Fierce Creatures,1149
Turbulence,1150
Angel Baby,1151
First Strike,1152
Underworld,1153
Beverly Hills Ninja,1154
Metro,1155
The Machine,1156
The Cement Garden,1157
Dante's Peak,1158
Amos & Andrew,1159
Benny & Joon,1160
Prefontaine,1161
Guantanamera,1162
McHale's Navy,1163
Kolya,1164
Gridlock'd,1165
Waiting for Guffman,1166
Prisoner of the Mountains,1167
The Beautician and the Beast,1168
SubUrbia,1169
Hotel de Love,1170
The Pest,1171
Fools Rush In,1172
Touch,1173
Absolute Power,1174
That Darn Cat,1175
Vegas Vacation,1176
That Old Feeling,1177
Lost Highway,1178
Rosewood,1179
Donnie Brasco,1180
Booty Call,1181
City of Industry,1182
Best Men,1183
Jungle 2 Jungle,1184
Kama Sutra - A Tale of Love,1185
Private Parts,1186
The Saint,1187
Smilla's Sense of Snow,1188
The Van,1189
Crash,1190
The Daytrippers,1191
Liar Liar,1192
Selena,1193
The Devil's Own,1194
Cats Don't Dance,1195
B.A.P.S.,1196
Love and Other Catastrophes,1197
Turbo: A Power Rangers Movie,1198
Double Team,1199
Inventing the Abbotts,1200
Anaconda,1201
Grosse Pointe Blank,1202
Keys to Tulsa,1203
Kissed,1204
8 Heads in a Duffel Bag,1205
Hollow Reed,1206
Paradise Road,1207
Traveller,1208
Romy and Michele's High School Reunion,1209
Volcano,1210
Children of the Revolution,1211
Austin Powers: International Man of Mystery,1212
Breakdown,1213
"Truth or Consequences, N.M.",1214
Warriors of Virtue,1215
Fathers' Day,1216
The Fifth Element,1217
Nowhere,1218
Losing Chase,1219
Sprung,1220
Love! Valour! Compassion!,1221
Shall We Dance?,1222
Twin Town,1223
Addicted to Love,1224
Brassed Off,1225
The Designated Mourner,1226
The Lost World: Jurassic Park,1227
Ponette,1228
Schizopolis,1229
Rough Magic,1230
Trial and Error,1231
Con Air,1232
The Pillow Book,1233
To Have (Or Not),1234
Speed 2: Cruise Control,1235
Batman & Robin,1236
Dream with the Fishes,1237
Roseanna's Grave,1238
Hercules,1239
My Best Friend's Wedding,1240
Tetsuo II: Body Hammer,1241
When the Cat's Away,1242
Contempt,1243
Face/Off,1244
Gabbeh,1245
Men in Black,1246
Out to Sea,1247
Wild America,1248
A Simple Wish,1249
Contact,1250
G.I. Jane,1251
Conan the Barbarian,1252
George of the Jungle,1253
Cop Land,1254
Event Horizon,1255
Spawn,1256
Air Bud,1257
Picture Perfect,1258
In the Company of Men,1259
Free Willy 3: The Rescue,1260
Career Girls,1261
Conspiracy Theory,1262
Desperate Measures,1263
Steel,1264
She's So Lovely,1265
Hoodlum,1266
Leave it to Beaver,1267
Mimic,1268
Money Talks,1269
Excess Baggage,1270
Kull the Conqueror,1271
Air Force One,1272
One Eight Seven,1273
The Hunt for Red October,1274
My Own Private Idaho,1275
"Kiss Me, Guido",1276
Star Maps,1277
In & Out,1278
The Edge,1279
The Peacemaker,1280
L.A. Confidential,1281
Seven Years in Tibet,1282
Kiss the Girls,1283
Soul Food,1284
Wishmaster,1285
A Thousand Acres,1286
The Game,1287
Fire Down Below,1288
U Turn,1289
The Matchmaker,1290
The Assignment,1291
A Smile Like Yours,1292
Ulee's Gold,1293
The Ice Storm,1294
Stag,1295
Chasing Amy,1296
Def Jam's How to Be a Player,1297
The Full Monty,1298
Alive and Kicking,1299
Mrs Brown,1300
I Know What You Did Last Summer,1301
The Devil's Advocate,1302
RocketMan,1303
Playing God,1304
The House of Yes,1305
"Fast, Cheap & Out of Control",1306
Year of the Horse,1307
